director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Halle Berry,Halle Berry,Shamier Anderson,Adan Canto,Drama,bruised,Halle Berry Shamier Anderson Adan Canto Halle Berry Drama
Michael Rohl,Vanessa Hudgens,Sam Palladio,Nick Sagar,Romance Comedy,the princess switch 3: romancing the star,Vanessa Hudgens Sam Palladio Nick Sagar Michael Rohl Romance Comedy
Jason Reitman,Carrie Coon,Finn Wolfhard,Mckenna Grace,Fantasy Comedy Adventure,ghostbusters: afterlife,Carrie Coon Finn Wolfhard Mckenna Grace Jason Reitman Fantasy Comedy Adventure
Reinaldo Marcus Green,Will Smith,Aunjanue Ellis,Saniyya Sidney,Drama History,king richard,Will Smith Aunjanue Ellis Saniyya Sidney Reinaldo Marcus Green Drama History
"David Silverman, Raymond S. Persi",Adam DeVine,Rachel Bloom,Zazie Beetz,Animation Comedy Family Adventure,extinct,"Adam DeVine Rachel Bloom Zazie Beetz David Silverman, Raymond S. Persi Animation Comedy Family Adventure"
Mike Mills,Joaquin Phoenix,Gaby Hoffmann,Woody Norman,Drama,c'mon c'mon,Joaquin Phoenix Gaby Hoffmann Woody Norman Mike Mills Drama
Casey Tebo,Devon Sawa,Ivana Baquero,Ryan Lee,Horror Comedy Science Fiction,black friday,Devon Sawa Ivana Baquero Ryan Lee Casey Tebo Horror Comedy Science Fiction
Brian Patrick Butler,Nick Young,Alexandra Slade,Michael C. Burgess,Comedy Science Fiction Horror,friend of the world,Nick Young Alexandra Slade Michael C. Burgess Brian Patrick Butler Comedy Science Fiction Horror
"Byron Howard, Jared Bush, Chasire Castro Smith",Stephanie Beatriz,María Cecilia Botero,John Leguizamo,Animation Comedy Family Fantasy,encanto,"Stephanie Beatriz María Cecilia Botero John Leguizamo Byron Howard, Jared Bush, Chasire Castro Smith Animation Comedy Family Fantasy"
Ridley Scott,Lady Gaga,Adam Driver,Jared Leto,Drama Crime History,house of gucci,Lady Gaga Adam Driver Jared Leto Ridley Scott Drama Crime History
Nora Fingscheidt,Sandra Bullock,Vincent D'Onofrio,Jon Bernthal,Drama Crime,the unforgivable,Sandra Bullock Vincent D'Onofrio Jon Bernthal Nora Fingscheidt Drama Crime
Johannes Roberts,Kaya Scodelario,Hannah John-Kamen,Robbie Amell,Horror Action Science Fiction,resident evil: welcome to raccoon city,Kaya Scodelario Hannah John-Kamen Robbie Amell Johannes Roberts Horror Action Science Fiction
Michael Dowse,Neil Patrick Harris,Winslow Fegley,June Diane Raphael,Family Comedy,8-bit christmas,Neil Patrick Harris Winslow Fegley June Diane Raphael Michael Dowse Family Comedy
Stephen Karam,Richard Jenkins,Jayne Houdyshell,Amy Schumer,Drama,the humans,Richard Jenkins Jayne Houdyshell Amy Schumer Stephen Karam Drama
Trey Parker,Matt Stone,Mona Marshall,Kimberly Brooks,Animation Comedy TV Movie,south park: post covid,Matt Stone Mona Marshall Kimberly Brooks Trey Parker Animation Comedy TV Movie
Paul Thomas Anderson,Alana Haim,Cooper Hoffman,Sean Penn,Drama Comedy,licorice pizza,Alana Haim Cooper Hoffman Sean Penn Paul Thomas Anderson Drama Comedy
Michael Mayer,Michael Urie,Philemon Chambers,Luke Macfarlane,Romance Comedy Drama,single all the way,Michael Urie Philemon Chambers Luke Macfarlane Michael Mayer Romance Comedy Drama
Clare Knight,Isla Fisher,Tim Minchin,Eric Bana,Animation Family Adventure Comedy,back to the outback,Isla Fisher Tim Minchin Eric Bana Clare Knight Animation Family Adventure Comedy
Swinton O. Scott III,Brady Noon,Ethan William Childress,Chris Diamantopoulos,Animation Comedy Family,diary of a wimpy kid,Brady Noon Ethan William Childress Chris Diamantopoulos Swinton O. Scott III Animation Comedy Family
Michael Pierce,Riz Ahmed,Octavia Spencer,Janina Gavankar,Adventure Drama,encounter,Riz Ahmed Octavia Spencer Janina Gavankar Michael Pierce Adventure Drama
Valerie Weiss,Gemma Brooke Allen,Jackson Rathbone,Nick Thune,Comedy Family,mixtape,Gemma Brooke Allen Jackson Rathbone Nick Thune Valerie Weiss Comedy Family
Steven Spielberg,Ansel Elgort,Rachel Zegler,Ariana DeBose,Drama Romance Crime,west side story,Ansel Elgort Rachel Zegler Ariana DeBose Steven Spielberg Drama Romance Crime
Adam McKay,Leonardo DiCaprio,Jennifer Lawrence,Rob Morgan,Comedy Drama Science Fiction,don't look up,Leonardo DiCaprio Jennifer Lawrence Rob Morgan Adam McKay Comedy Drama Science Fiction
Ric Roman Waugh,Stephan James,J. K. Simmons,Alexander Ludwig,Drama,national champions,Stephan James J. K. Simmons Alexander Ludwig Ric Roman Waugh Drama
Aaron Sorkin,Nicole Kidman,Javier Bardem,J. K. Simmons,Drama History,being the ricardos,Nicole Kidman Javier Bardem J. K. Simmons Aaron Sorkin Drama History
Sean Baker,Simon Rex,Bree Elrod,Suzanna Son,Comedy Drama,red rocket,Simon Rex Bree Elrod Suzanna Son Sean Baker Comedy Drama
Peter Hutchings,Lucy Hale,Austin Stowell,Damon Daunno,Romance Comedy,the hating game,Lucy Hale Austin Stowell Damon Daunno Peter Hutchings Romance Comedy
Hamish Grieve,Will Arnett,Terry Crews,Geraldine Viswanathan,Family Comedy Animation,rumble,Will Arnett Terry Crews Geraldine Viswanathan Hamish Grieve Family Comedy Animation
Trey Parker,Matt Stone,Mona Marshall,Kimberly Brooks,Animation Comedy TV Movie,south park: post covid: the return of covid,Matt Stone Mona Marshall Kimberly Brooks Trey Parker Animation Comedy TV Movie
Jon Watts,Tom Holland,Benedict Cumberbatch,Zendaya,Action Adventure Science Fiction,spider-man: no way home,Tom Holland Benedict Cumberbatch Zendaya Jon Watts Action Adventure Science Fiction
Guillermo del Toro,Bradley Cooper,Cate Blanchett,Toni Collette,Crime Drama Thriller,nightmare alley,Bradley Cooper Cate Blanchett Toni Collette Guillermo del Toro Crime Drama Thriller
Maggie Gyllenhaal,Olivia Colman,Dakota Johnson,Jessie Buckley,Drama,the lost daughter,Olivia Colman Dakota Johnson Jessie Buckley Maggie Gyllenhaal Drama
Benjamin Cleary,Mahershala Ali,Naomie Harris,Glenn Close,Drama Science Fiction,swan song,Mahershala Ali Naomie Harris Glenn Close Benjamin Cleary Drama Science Fiction
George Clooney,Ben Affleck,Tye Sheridan,Lily Rabe,Drama,the tender bar,Ben Affleck Tye Sheridan Lily Rabe George Clooney Drama
Mattson Tomlin,Chloë Grace Moretz,Algee Smith,Raúl Castillo,Science Fiction Thriller,mother/android,Chloë Grace Moretz Algee Smith Raúl Castillo Mattson Tomlin Science Fiction Thriller
Garth Jennings,Matthew McConaughey,Reese Witherspoon,Scarlett Johansson,Animation Comedy Family Music,sing 2,Matthew McConaughey Reese Witherspoon Scarlett Johansson Garth Jennings Animation Comedy Family Music
Lana Wachowski,Keanu Reeves,Carrie-Anne Moss,Yahya Abdul-Mateen II,Science Fiction Action Adventure,the matrix resurrections,Keanu Reeves Carrie-Anne Moss Yahya Abdul-Mateen II Lana Wachowski Science Fiction Action Adventure
Matthew Vaughn,Ralph Fiennes,Gemma Arterton,Rhys Ifans,Action Adventure Thriller War Mystery,the king's man,Ralph Fiennes Gemma Arterton Rhys Ifans Matthew Vaughn Action Adventure Thriller War Mystery
Joel Coen,Denzel Washington,Frances McDormand,Bertie Carvel,Drama War,the tragedy of macbeth,Denzel Washington Frances McDormand Bertie Carvel Joel Coen Drama War
Denzel Washington,Michael B. Jordan,Chanté Adams,Jalon Christian,Drama Romance,a journal for jordan,Michael B. Jordan Chanté Adams Jalon Christian Denzel Washington Drama Romance
Erwin brothers,Zachary Levi,Anna Paquin,Dennis Quaid,Drama,american underdog,Zachary Levi Anna Paquin Dennis Quaid Erwin brothers Drama
"Apichatpong Weerasethakul (director/acreenplay); Tilda Swinton, Elkin Díaz, Jeanne Balibar, Juan Pablo Urrego, Daniel Giménez Cacho",Apichatpong Weerasethakul (director/acreenplay); Tilda Swinton,Elkin Díaz,Jeanne Balibar,Drama Fantasy Mystery,memoria,"Apichatpong Weerasethakul (director/acreenplay); Tilda Swinton Elkin Díaz Jeanne Balibar Apichatpong Weerasethakul (director/acreenplay); Tilda Swinton, Elkin Díaz, Jeanne Balibar, Juan Pablo Urrego, Daniel Giménez Cacho Drama Fantasy Mystery"
